ID,Comment,feedback
599,"Thật quá bực bội và quá thất vọng.. lần nào gọi đặt chỗ cũng được trả lời chỉ nhận sau 21h.. trời đất, ai mà chờ được đến 9h tối chứ.. nếu không cho book chỗ thì sinh ra cái tổng đài làm gì? Lừa đảo à.. thứ 2 thì làm gì mà đông khách lắm, với lại mình đặt bàn lúc 7h tối chẳng lẽ lại không có cái bàn nào sao.. nhân viên trả lời cũng ngơ ngơ.. thật bực bội",0
204,"Mình có đặt món tokbokki và mì, có đặt thêm miếng chả cá: tổng đơn 42k. Mình đã note lấy nhiều kim chi và có cả canh. Nhưng cuối cùng nhân viên không những không làm mà còn làm mì và tok rất ít. Bình thường mình ăn, gọi 1 phần tok và mì ăn no cành hông, đằng này ăn không no. Đặt qua các app cũng có rẻ đâu mà bán hàng như vậy????",0
53,Hôm mình có đặt bên Hanuri ăn trưa. Mình đặt bánh gạo mì phô mai và mì thêm. Và đây là 10k mì thêm bên hanuri.... Tưởng chừng có thể đếm được luôn có mấy sợi mì trong đó @@.. K có canh kèm theo như ăn tại quán. Quá thất vọng về lần đặt đồ ăn này,0
39,"Đặt qa Now hộp cơm bò, mở ra k thấy bò đâu trộn mãi mới thấy vài ba miếng băm nhuyễn hơn hành phi. trứng chiên lòng đỏ cứng ngắc. Hộp cơm vậy thôi 53k. Ra đường ăn cơm tiệm 25k chắc còn ngon hơn. Mắc vừa thôi chứ- dụ đc mấy đứa teen mới lớn vô ăn chứ tui thì miễn đi. Một lần và mãi mãi 😭😭",0
72,"Mình không biết ntn. Mình đi ăn vs bạn ở chi nhánh này chờ khoảng 15ph là có món rồi khi quán đông thic vẫn thế, thậm chí có khi 10ph cho nhiều món. Hôm đi ăn ở mộc vị sát bên hanuri sư vạn hạnh, mình có nghe mấy anh grabfood và now phàn nàn về thái độ của hanuri đối với người giao hàng về việc bắt họ chờ rất lâu. Lần này mình đặt thử món tokbokki có mì, chỉ một món duy nhất nhưng phải tốn gần nửa tiếng chị giao hàng mới nhận được đồ ăn để ship cho mình. Chị ấy có vẻ khá mệt mỏi và sốt ruột vì chờ lâu sợ khách giận. Thật sự không hài lòng về việc này. Chị grab giao hàng rất nhanh nhé không phải lỗi của chị grab.",0
557,"Bước vào không một ai chào hỏi hay hướng dẫn! Dù không đông khách vì thường đi ăn tối lúc 8h, không phải giờ cao điểm! Đồ ăn thì tạm được. Đến được 3 lần vì do chẳng còn sự lựa chọn nào lúc 8h tối và gần chỗ làm, và suy nghĩ quán sẽ nói lại về thái độ nhân viên!!! Nhất quá tam 3 lần nhân viên điều tệ!!!",0
590,"Đay là lần thứ hai mình tới chi nhánh này, lần đầu cũng đợi khá lâu. Còn lần này thì mất hơn 40ph cho 1 cái pizza! Trong khi bàn khác vô sau mình tầm 15ph thì lại có pizza trước???! Đồ ăn thì ngon đó nhưng kiểu này thì sẽ không quay lại! Cực mất thgian!",0
66,"Mình với bạn tới ăn ở quán này không nhiều nhưng nhungwx lần trước ko nhuw vậy. 2 đứa kêu 3 món ,lên đồ thì lâu ngồi đợi ,xong ăn chưa hết đồ ăn nữa mặc dù mình cũng ko muốn ăn nữa đâu, chỉ ngồi r hai đứa nc thì có nv phục vụ là nam tới hỏi để dọn dẹp đồ ăn của mình đi. Mặc dù mình ko ăn nữa nhưng đồ ăn còn dư vẫn rất nhiều và anh ấy tới bàn hỏi mình đã ăn xong chưa thì mình nói xong r ạ, cái anh ấy thu dọn phần đồ ăn của mình khá nhanh kèm theo những tiếng động ko đáng có, như thể muốn đuổi khách vậy ko chừng. Mình thấy đồ ăn cũng bt ko có gì đặc biệt lắm ăn bên Hancook thấy ngon hơn nhiều mà còn rẻ hơn nữa. Mìn biết tg tối quán đông vì mình đi xuống lấy xe thấy nhiều ng xếp hàng đợi NHƯNG đừng vì như v mà có thái độ đó vs khách khác. Đông thì ko chỉ quán này đông đâu có những chỗ lhacs còn đông hơn như thế nhưng ngta đâu có làm v. Còn một điểm trừ nữa quán ko thèm mở nhạc gì cả. Đi ăn mất tiền còn mất cả vui. Haizz",0
241,"Mở chi cho nhiều chi nhánh rồi không quản lý được chất lượng .
Hồi nào giờ vẫn rất thích 4p’s từ phục vụ cho tới món ăn, có ngồi chờ bàn cũng rất vui vẻ hài lòng vì nghĩ món ăn xứng đáng đợi.
Nhưng bây giờ bánh khô khốc, vỏ bánh không thể cứng khô và dai hơn nữa nhai mỏi cả răng. Lúc trước bánh giòn nhưng vẫn có một đồ mềm nhất định ko dai như bột bị chai giống bây giờ. 
Tôi sẽ không còn nghĩ pizza 4p’s là ngon nữa.",0
8,"Bình thường ăn tại Hanuri mình hay gọi cơm Bibim, lượng xốt cho vừa trộn cơm. Hôm nay 25/2/2022 mình cũng gọi như thường lệ thì nhận được tô cơm với xốt ít xỉn, trộn lên chắc dc phân nửa cơm có dính xốt. Mình kêu bạn nhân viên lại và bị bảo là phải order thêm vs thái độ rất chi này nọ. Dù đã chan canh sundubu vào vẫn nhạt nhẽo. Mong Hanuri chi nhánh Phan Văn Trị xem lại cách định lượng thức ăn của bên mình. Đừng cứ cắt bớt phần xốt trong đồ ăn và bắt khách phải chịu và order thêm như vậy thiệt kỳ.",0
11,"Đóng gói ẩu tả đổ hết canh , gói sau món thiếu món",0
141,"Quán làm ăn vầy gọi là gian lận , tôi cần người giải thích",0
185,"Bình thường trước giờ hay ăn Hanuri ở quán thôi nhưng càng ngày lượng khách đông nên cảm giác quán phục vụ chậm lắm. Nên chuyển sang gọi deliver về và khá ngạc nhiên vì đóng hộp rồi khăn giấy, đũa, nĩa các thứ để sạch sẽ cực. Topokki với kimbap truyền thống thì trước giờ vẫn ổn. Nhưng đợt này có thử thêm 2 món khác của Hanuri:
- Gà rán chiên gia vị: thật ra mình nghĩ nó sẽ có thêm vài miếng tok như mấy món gà khác nhưng khi nhận thì nó đúng là gà chiên thôi. Thịt gà thì ngon, mềm, không bở nhưng lớp bột chiên ngoài hăng mà ngấm dầu kinh khủng, ăn tới miếng thứ 2 là đã hơi ớn rồi.
- Bánh gạo chiên đậu phộng: món này ăn khá vui miệng, hơi mặn chút nhưng ăn dai dai cũng ngon, chỉ trừ 1 vài miếng bên ngoài bị cứng thôi.",0
206,"Đặt lẩu kim chi cá ngừ
Nhưng mở ra ăn không thấy cá ngừ đâu mà toàn thịt bò
Không hiểu đây là sự nhầm lẫn hay gian lận gì chăng
Khi thực đơn đâu có món nào là lẩu kim chi thịt bò!?",0
270,"Tại sao trên foody để Giữ xe máy miễn phí trong khi đến nhà hàng thì giữ xe 5k?????
Nhà hàng lớn thế mà cũng không thuê được một bãi giữ xe cho khách hay sao????
Cái thể loại gì đã lấy phí gửi xe của khách đến ăn rồi còn chửi khách để xe thế này thế kia là sao?????
Nếu đã lấy phí giữ xe rồi thì lo mà dắt xe cho khách đi, đừng đứng đó mà chỏ mõm c* ra chửi khách ko biết để xe!!!!!
Đây là lần thứ 2 mình đến CN Lê thánh tôn này rồi, và trải nghiệm với giữ xe bên này cũng ko khá hơn
Tại sao không học hỏi Chi nhánh bên Thảo Điền: nhân viên giữ xe thân thiện dắt xe cho khách, cảm ơn khách, đã thế còn miễn phí?????????",0
135,"Hôm t6 ngày 16/08/2019 mình có đến nhà hàng cùng vs một người bạn và gọi món thì quán khá đông, mất khoảng 10-15 phút mới có món, nói chung là thức ăn khá ok. Nhưng trong lúc tụi mình đang dùng bữa thì phát hiện trong phần gà vs topokki thì bên dưới phần ăn có một khúc xương gà khá lớn. 
    Mình có gọi hỏi a quản lý tại sao lại như vậy, có phải là thức ăn cũ để lại vào phần ăn mới của khách hay không. Sau một thời gian lằng nhằng để họ check camera lại thì họ xác nhận là lỗi của họ và có làm phần thức ăn mới cho tụi mình, nhưng qua việc đó thì đâu ai còn tâm trí mà ăn nữa. Mình đã phải bỏ dở hết cả phần ăn còn lại của mình.
     Các bạn trước khi ăn nhớ kiểm tra kĩ lại phần ăn của mình nha.",0
140,"Chiều nay mình vừa đặt goviet đồ ăn ở quán , mình có dặn là cho thêm 1 hộp kim chi nữa trong 2 phần ord , bình thường ord ở đây mang về dặn shiper thì quán vẫn cho bthuong 3 hộp , hôm nay thì bảo với shiper là 2 phần có 2 họp kim chi , thêm 1 hộp kim chi nữa thì thêm 10k . Tại sao mấy lần trước mua vẫn cho thêm , hôm nay thì tính thêm phí 10k là ntn????",0
144,Lần thứ 6 đến trước cửa quán mà chưa lần nào đc bước chân zô đc bên trong quán chỉ vì lý do còn bàn mà hết chỗ đậu xe hay đã hết bàn. Nhân viên thì nói a/c thông cảm. Thông cảm là lần thứ 2 còn đây đã là chuyện của lần thứ 6 rồi ko thể nào có chuyện thông cảm nữa. Vậy chả lẽ tôi pải chờ đến cái giờ ko còn ai ăn thì mới có chỗ để tôi vào hay sao???Quay lại lần thứ 6 vì nghĩ bên quản lý quán sẽ có j thay đổi a li dè vẫn chả có gì thay đổi hết. Chắc có lẽ là lần cuối tôi đến ăn hệ thống này mặc dù tôi rất thik mùi vị đồ ăn ở đây.,0
233,Nhân viên tại cửa khá chảnh. Đặt 18 người trong đó có ông cụ 102 tuổi ngồi xe lăn. Hỏi có thể xếp cho ông ngồi ở dưới hay không. Nhân viên không linh hoạt và để khiên ông lẫn xe lăn lên tận lầu 2. Quá tệ cho dịch vụ. Cảm quan không hài lòng khi ăn tại quán này,0
427,"Không ngon như mong đợi , bánh khá là mềm chứ không giòn ,  nv phục vụ nhiệt tình",0
100,Mặt rất cọc khi giao tiếp trong khi nhân viên còn biết tươi cười.,0
183,"Hôm nay tôi đặt 3 phần cơm và 1 phần miếng thì phải có 3 hoặc 4 phần canh đi kèm món ăn, vì ăn canh nhiều tôi đặt thêm 3 phần canh riêng nữa. Vậy mà quán chỉ giao có 3 phần canh. Không biết quán làm ăn kiểu gì, tôi thắc mắc rốt cuộc 3 phần canh đó là đi kèm vs cơm hay 3 phần canh tôi đặt. Nếu không tôi không đặt 3 phần canh riêng là chắc không có canh húp lun, bây giờ thời buổi đúng kiểu khó khăn, ăn cũng bị cắt xén nữa. Quá tệ.",0
160,"Mình ăn rất nhiều lần và nhiều chi nhánh lắm rồi nói chung là KH lâu năm. Hnay ghé ăn lại thì nước soup free đã thay hành boaro tươi bằng rau củ sấy như trg mấy gói mì, dở tệ luôn á, ko còn mùi vị thơm với lai nước đó ko đủ nóng để nở mấy cái rau củ sấy nên ăn rất dai. Đề nghị quán dùng hàng boaro tươi nhu trc",0
103,Mì quá khô,0
237,Đồ ăn ok service cũng rất tốt chỉ có điều đồ ăn lâu quá. Mình gọi 1 pizza ăn nhưng ăn còn 2 miếng ăn kh hết mình mới gọi phục vụ gói mang về giúp mình và đặt thêm 1 pizza phomai mang về. Vì lúc bạn giao pizza cho mình mình phải về gấp nên kh kịp kiểm tra. Về nhà thì thấy bạn ấy kh gói 2 miếng kia về cho mình chỉ gói mỗi cái pizza phomai 😭😭 mình kh muốn bỏ phí đồ ăn nên mới dặn bạn ấy mang về cho mình v mà 😭😭,0
296,Pizza ở đây rất ngon và nhân viên phục vụ của quán rất ok nhưng có 1 điều minh hơi thắc mắc vì khi minh đi xe ô tô đến quán thì nhân viên bảo vệ chạy ra lấy tiền xe của mình đến 50k.có ai như vậy giống mình kg ah,0
325,"Ở Việt Nam mình ít vào nhưng quán sang chảnh như này lắm nên khi vào hơi bị giật mình. Không gian thực sự rất nhẹ nhàng thư giãn, mọi thứ đều yên tĩnh rất khác với hàng quán bên ngoài. Nv thì thực sự rất chuyên nghiệp.
Đồ ăn hơi mắc nhưng đáng tiền so với chất lượng đồ ăn và chất lượng quán
Sẽ đến lại khi có dịp cần tiếp đón khách sang trọng 😂",0
193,"Mình đặt tokbokki phô mai với cơm trộn mà nó cay khủng khiếp lunnn.. có điều là khá ngon..
Ship châm hơn dự đoán khiến mìn chờ hơi lâu.
Nói chung là cũng khá ngon :))",0
356,mì cua ngon nhưng lại không có mai cua. thật thất vọng. ngoài ra món này rất ngon.,0
2,Quan này có od nhớ trừ hao khoảng 1 tiếng nha. Rat lau,0
44,"Đồ ăn ngon
Mang về gói kĩ cho khách
Giá cả hợp lí
Sẽ quay lại",0
85,"Chi nhánh sư vạn hạnh không gian không lớn nhưng dễ tìm, bth sẽ có nhân viên đẩy xe vào bãi và lấy lên cho. Order món ra nhanh nhưng bánh gạo không dẻo lắm, bánh hơi mỏng, tương ớt không quá cay, tạm vừa ăn
Cơm ngon nhưng không phải trứng lòng đào như quảng cáo, nấu cùng cái gì đó mình không rõ nhưng sẽ có màu tím hơi bị đẹp 😋
Canh và kimchi lấy thoải mái
Kimchi ăn ngon khi dùng với cơm
Topping với canh là hành và trứng rán cắt nhỏ
Order món lên nhanh nên các bạn cũng không nên lo khi thấy hàng dài
Đi vào giờ chiều hay hết bàn
Giá bình dân cho sinh viên, ăn 1 tô cơm là no",0
136,Em thấy ghi 9h30 tối quán mới đóng cửa nhưng lúc 7h tối e đặt ship thì không được. Tiệm ghi là không còn phục vụ nữa.,0
164,"Quán làm đồ ăn ngon , nhưng mình ord meun ramen nhưng giao nhầm Cha Chang. Lần sau quán rút kn giúp mình ạ",0
180,"Đồ ăn ngon, không gian rộng nhưng hơi bí. Vào giờ cao điểm, khách đông cảm giác rất ngộp ngạt, nên bố trí thêm máy lọc không khí 🥰🥰",0
228,"Món ăn ngon dễ ăn mà hợp khẩu vị của mình. Quán sạch sẽ, nhân viên nhiệt tình phục vụ",0
230,Đồ ăn Ok,0
596,"Salad Burrata rau rocket ở chi nhánh này không bằng ở Lê Thánh Tôn hoặc bên Pmh ( do mình chỉ ăn ở 3 địa điểm này). 2 chi nhánh kia phần rau nhiều và lấy phần lá, còn bên SG Center thì cho luôn cả cọng rau và ít hơn ở 2 chi nhánh kia. Mong chi nhánh này cải thiện.",0
617,"Mình là tín đồ của pizza 4Ps, thấy món gì ở đây cũng ngon xuất sắc  tuy nhiên mình có một trải nghiệm cực kỳ tệ với P4P Saigon Centre, ko biết là do hệ thống thay đổi cách training nhân viên hay sao nữa. 
- Bình thường khi nvien mang mì lên sẽ hỏi có cần chia không (đi nhiều ng), nhưng tuyệt nhiên nvien ko hỏi mà mình phải tự nhắc. Nhưng tệ nhất là chia mì xong có bát thì chỉ toàn mì, ít sốt, ít cua, bát thì một đống cua 
- Burrata cheese trc đây mình ăn sẽ chia đều cả chiếc pizza kể cả với pizza half half, nhưng lần này chỉ chia cho đúng một nửa nên phần thì ăn quá ngán vì nhiều cheese, phần còn lại thiếu vị vì thiếu cheese
- lúc thanh toán xong còn tiền thừa thấy các bạn auto cầm luôn thành tiền tips ko thấy trả lại LOL thôi cứ coi như mình ki bo đi nhưng nếu khách ko nói tips thì cũng ko nên làm vậy chứ nhỉ
- ngoài ra mì cua thần thánh ko có úp mai cua lên đĩa mì nữa nên nhìn khác hẳn trên menu, có chút hụt hẫng
- tệ nhất là sau tất cả các bạn nvien đưa mình bill kèm phiếu đánh giá nhưng ko đưa bút nên mình ko rate dc. vì quá nhiều điểm ko hài lòng nên mình phải gọi nvien lại cho mình xin phiếu rate và bút và đánh giá điểm thấp. trước đây khi đến P4P nvien luôn luôn hỏi lấy phiếu rate và nếu mình rate 9/10 thôi các bạn nvien cũng hỏi có điều gì khiến mình ko hài lòng. lần này thì tuyệt nhiên ko ai hỏi thêm gì nữa. nên mình đành nghĩ là rất có thể phiếu rate của mình sẽ sớm đi vào sọt rác. 

nói chung mình vẫn rất yêu P4P vì đồ ăn tuyệt vời nhưng sẽ ko bao giờ quay lại P4P saigon centre nữa vì cách serve và dịch vụ quá tệ. hy vọng sẽ được nhận dịch vụ tốt hơn tại các P4P khác.",0
75,"sau bao nhiêu lần đặt món được giao đúng thì lần này thất vọng với người giao quá. kêu nudu thì giao mỳ (giờ chắc chiên trứng ăn chung hoặc bỏ 😑). 
đồ ăn thì ngon mà tại thích thử món mới mà sợ ăn không được nên kêu nudu mà lại vậy.... thôi thì cũng ráng ăn nhưng thấy cơm cá ngừ không hợp khẩu vị lắm mặc dù thích ăn cá ngừ. mong rằng đây là lần đầu cũng như lần cuối sai món chứ không thì....
công nhận cơm cá ngừ ăn ngán thật, đùi gà tẩm gia vị lúc trước ăn cũng ngán. lần sau order món quen thôi 😅",1
214,"Món ăn hoàn toàn bình thường nhưng được cái rất rẻ nên mình thấy chất lượng phù hợp với giá tiền. Đi ăn buổi trưa còn được giảm giá 10% 
Có điều cực kỳ bất tiện là phải order ở tầng trệt nên dù đã lết lên lầu 2 rồi vẫn phải lết xuống mà gọi món chứ không có ai để order đâu 😥 
Các bạn nhân viên cũng “cực kỳ thân thiện” khi chẳng tư vấn cho khách chọn món trước rồi mới đi lên lầu, cứ để khách trèo lên cho đã rồi tí lại lội xuống chơi cho zui vậy đó",1
222,"Đặt giao hàng đã yêu cầu không lấy muỗng đũa nhựa, nhưng cửa hàng vẫn bỏ vào. Cảm thấy bực bội và thiếu tôn trọng khách hàng. Đừng tự tiện bỏ vào khi khách hàng đã yêu cầu không bỏ.",1
10,Mình rất thích ăn món ăn ở hanuri. Và mình đã ghé ăn ở chi nhánh SVH. Mình đến ăn tầm giờ trưa. Lúc đó anh áo cam oder. Thường thì mình đến oder mấy bạn oder sẽ chào vui vẻ. Mà chắc là quản lí nên tự cao. K nhiệt tình cho lắm. Cảm thấy thất vọng.,1
169,Mình có đặt 1 phần cơm bò vì mình không ăn cay được cuối cùng hanuri lại giao đến cho mình 1 phần mì cay xé lưỡi 🙂....,1
261,"Nhà tôi đã mua pizza về và phải chờ rất lâu mới có được bánh.
Chất lượng pizza :
+ Nước xốt của pizza hải sản có vị quá tệ , nước xốt cà chua thì rõ là mặn
+ Chất lượng phô mai của pizza thịt nguội thì chán dần đi
+ Vỏ bánh thì bị cháy và ăn có vị đắng như than
Nói chung là không thể ăn nổi !!!",1
329,Mình bổ sung tiếp menu,1
330,Mình bổ sung thêm menu để tiện tham khảo,1
331,"Lần đầu mình ghé đây, đi buổi trưa nên quán cũng không đông lắm, bàn mình order 3 bánh pizza, 2 phần nước ép thơm, 2 phần nước ép táo và 1 trái dừa tươi, chờ khá lâu mới có được cái pizza đầu tiên, chờ một lúc nữa mới lên tiếp 2 pizza, lúc trưa đang khát nước nhưng chờ dài cổ mới thấy, lạ cái là order 4 ly không chờ làm xong mang ra luôn, lại đem 1 ly ra để đó rồi lại chờ nữa thì được 2 ly, còn 1 ly không thấy tăm hơi phải kêu nhân viên hỏi thì chắc do quên hay sao đó, lâu nữa mới đem ra, trái dừa tươi là đơn giản nhất vậy mà cuối cùng mới có trong khi quán không phải quá tải. Pizza mình thấy ăn được, không ngon lắm (chắc do ko hợp khẩu vị), bánh crep chuối tráng miệng thì ngon, mình thích món đó. Nói chung ghé cho biết chắc không nghĩ sẽ quay lại.",1
429,"Món bình thường , giá hơi cao so với những chổ khác , cá nhân mình thấy pizza ở đây vị hơi nhạt… không hợp khẩu vị mình !",1
89,"Chi nhánh sư vạn hạnh không gian không lớn nhưng dễ tìm, bth sẽ có nhân viên đẩy xe vào bãi và lấy lên cho. Order món ra nhanh nhưng bánh gạo không dẻo lắm, bánh hơi mỏng, tương ớt không quá cay, tạm vừa ăn
Cơm ngon nhưng không phải trứng lòng đào như quảng cáo, nấu cùng cái gì đó mình không rõ nhưng sẽ có màu tím hơi bị đẹp 😋
Canh và kimchi lấy thoải mái
Kimchi ăn ngon khi dùng với cơm
Topping với canh là hành và trứng rán cắt nhỏ
Order món lên nhanh nên các bạn cũng không nên lo khi thấy hàng dài
Đi vào giờ chiều hay hết bàn
Giá bình dân cho sinh viên, ăn 1 tô cơm là no",1
139,"Đồ ăn ngon ,giá cũng ổn có điều quán RẤT ĐÔNG, ngồi chờ bàn tận hơn 30 phút hic. Nhân vien chưa được niềm nở cho lắm.
Có thể sẽ quay lại nếu có dịp.",1
167,"Ngon , khuyên các bạn nên mua cơm bibim ^^",1
170,So like,1
320,"Pizza ngon nhưng giá khá cao, có thể gọi pizza 2 vị",1
352,"Lần thứ nhất đi ăn thử thấy ngta khen ngon, cảm giác ko ngon pizza kết hợp ăn ko hợp khẩu vị. Về nhỏ lại lại dắt vào ăn lại, cũng bày đặt order mì cua giống ngta

Cảm nhận mì cua tanh, mì còn sống cứng, sốt nồng 

Bánh pizza cá hồi ko ngon có lẽ theo vị của nhật 

Không gian đẹp, sang thoải mái hiện đại. Thái độ nhân viên tốt",1
385,"Chỗ này gần công ty nên là mình hay ghé :)) Quán xây kiểu không gian mở, sáng sủa và đẹp, đông khách, nhưng cũng vì vậy mà đặt bàn hơi mệt, gọi đt chờ book bàn lâu bà cố, đến mà k book trc cũng phải ngồi đợi ngóc mỏ.
Đồ ăn ngon, nêm nếm vừa miệng. Phục vụ thì k dễ thương lắm. Lúc mình đến là khá trễ do k còn bàn sớm hơn, mình gọi món ăn mà phục vụ cứ nhắc đi nhắc lại là gần last order, và kiểu hơi hối bọn mình ăn nhanh lên, trong khi bàn bên cạnh toàn tây ngồi lâu hơn bọn mình mà đã ăn xong r thì k ai nhắc.",1
524,"Ko hiểu sao cái pizza mới nướng xong mà ăn lạnh lẽo như như nuốt từng tảng băng vô họng. Ruột gan đau quặn như nhai miếng bánh mì vừa cứng vừa dai. 
Tại xiao ai cũng khen ngon vại!! ",1
613,"Mình ăn từ lúc mở chi nhánh đầu tiên ở Lê Thánh Tôn, chất lượng đồ ăn không bàn tới vì mình nghĩ ai cũng biết nó ngon rồi. Hôm nay mình đi dạo trong Saigon Centre nên tiện ghé qua 4P’s đặt bàn cho sinh nhật bạn mình chủ nhật tuần này thái độ của bạn nữ đeo kính ở quầy tiếp tân rất tệ, mình hỏi chỉ nhìn lên cho có lệ rồi thôi, không có luôn 1 nụ cười. Làm nhớ có lần mình ăn bên Lê Thánh Tôn vì quên đặt chỗ trước lúc đó mấy bạn nhân viên xếp chỗ cho bọn mình ngồi ở gian đang sửa bụi bay mù mịt, bọn mình mới đứng lên xin lỗi để sang quán khác thì bạn nhân viên order cho bọn mình lúc đó lập tức đổi thái độ đóng sầm cửa lại bỏ đi. Hết nói.",1
87,"Cơm ở đây có nấu với đậu, ăn khá ngon và đỡ ngán",1
148,"Nghe nhiều ng đánh giá quán ngon nên mình đặt ăn thử (mình chưa ghé quán bao h), theo cá nhân mình thì có lẽ ko hạp khẩu vị, mình ko thấy ngon, Tokbokki phomai theo mình ko đc ngon lắm, nếu nói ngon thì tokbokki phomai ở Snow Bings (chuyên về Bingsu) ngon hơn hẳn, có điều giá khá cao (85k/1p), nhưng mà rất là ngon, cứ thèm là mình đặt ở đó. Cơm bibim mình ăn ko đc lun.hic, thật sự là tiếc vì về hình thức ok, nhìn cũng rất sạch sẽ!",1
288,"Bạn bè dẫn đến thấy kêu phần 1 bánh 2 vị , nửa này nửa kia, ăn cũng rất thú vị. Nên đến thử 1 lần nhé! Ko rẻ nhưng ko gian đẹp, ngon.",1
